id,Jenis Penyakit,Provinsi,Jenis - Kelamin,Jumlah Kasus,Populasi,Tanggal,medium
670,HIV,DI Yogyakarta,Female,25,837293,12/5/2020,Darah dan Seks
671,HIV,Nusa Tenggara Timur,Female,32,840509,12/13/2024,Darah dan Seks
672,HIV,Kalimantan Selatan,Male,124,857055,12/10/2020,Darah dan Seks
673,HIV,Sulawesi Selatan,Male,138,885106,12/15/2020,Darah dan Seks
674,HIV,Papua Barat,Female,13,924969,12/23/2019,Darah dan Seks
675,HIV,Kepulauan Riau,Female,10,128115,12/2/2021,Darah dan Seks
676,HIV,Jambi,Male,30,127475,12/16/2023,Darah dan Seks
677,HIV,Sumatera Selatan,Female,1,127867,12/31/2018,Darah dan Seks
678,HIV,DI Yogyakarta,Male,14,130735,12/3/2022,Darah dan Seks
679,HIV,Nusa Tenggara Barat,Female,1,132997,12/14/2018,Darah dan Seks
680,HIV,Sulawesi Barat,Female,1,88842,12/16/2020,Darah dan Seks
681,HIV,Aceh,Male,4,86735,12/9/2021,Darah dan Seks
682,HIV,Sumatera Utara,Female,1,89964,12/5/2024,Darah dan Seks
683,HIV,Sumatera Barat,Female,1,90196,12/14/2023,Darah dan Seks
684,HIV,Kepulauan Riau,Male,4,87561,12/11/2023,Darah dan Seks
685,HIV,Sumatera Selatan,Male,7,87666,12/15/2021,Darah dan Seks
686,HIV,Kalimantan Timur,Female,1,22498,12/23/2020,Darah dan Seks
687,HIV,Kalimantan Utara,Male,2,22392,12/26/2023,Darah dan Seks
688,HIV,Sulawesi Barat,Male,89,204081,12/16/2022,Darah dan Seks
689,HIV,Papua Barat,Male,55,205995,12/29/2020,Darah dan Seks
690,HIV,Sumatera Selatan,Female,5,207038,12/18/2020,Darah dan Seks
691,HIV,DKI Jakarta,Male,38,209029,12/12/2024,Darah dan Seks
692,HIV,Jawa Barat,Female,4,211988,12/14/2023,Darah dan Seks
693,HIV,Bengkulu,Female,4,244919,12/3/2022,Darah dan Seks
694,HIV,Jawa Barat,Male,17,245811,12/12/2022,Darah dan Seks
695,HIV,Kalimantan Barat,Male,29,253256,12/15/2024,Darah dan Seks
696,HIV,Kalimantan Tengah,Female,5,260328,12/18/2023,Darah dan Seks
697,HIV,Kalimantan Timur,Male,18,256452,12/29/2024,Darah dan Seks
698,HIV,Kalimantan Utara,Female,2,264121,12/10/2019,Darah dan Seks
699,HIV,Sulawesi Tengah,Female,4,265760,12/22/2024,Darah dan Seks
700,HIV,Sulawesi Selatan,Male,27,260789,12/5/2024,Darah dan Seks
701,HIV,Papua,Male,2,40569,12/15/2022,Darah dan Seks
702,HIV,Bangka Belitung,Female,1,47704,12/14/2018,Darah dan Seks
703,HIV,DKI Jakarta,Male,1,46972,12/20/2021,Darah dan Seks
704,HIV,Jawa Timur,Male,4,48042,12/24/2020,Darah dan Seks
705,HIV,Sulawesi Selatan,Male,1,30836,12/14/2023,Darah dan Seks
706,HIV,Aceh,Male,1,31887,12/13/2021,Darah dan Seks
707,HIV,Bali,Male,1,7098,12/31/2022,Darah dan Seks
708,HIV,Kalimantan Selatan,Male,1,7070,12/26/2020,Darah dan Seks
709,HIV,Gorontalo,Female,7,190521,12/10/2024,Darah dan Seks
710,HIV,Sulawesi Barat,Male,17,190673,12/21/2022,Darah dan Seks
711,HIV,Maluku,Male,15,195167,12/2/2020,Darah dan Seks
712,HIV,Maluku Utara,Female,3,199964,12/28/2023,Darah dan Seks
713,HIV,Sumatera Barat,Female,5,211625,12/12/2021,Darah dan Seks
714,HIV,Jawa Barat,Female,7,227227,12/19/2020,Darah dan Seks
715,HIV,DI Yogyakarta,Male,3,29191,12/19/2021,Darah dan Seks
716,HIV,Nusa Tenggara Barat,Male,1,29793,12/18/2021,Darah dan Seks
717,HIV,Kalimantan Timur,Male,2,29888,12/8/2019,Darah dan Seks
718,HIV,Sulawesi Utara,Male,1,29677,12/16/2021,Darah dan Seks
719,HIV,Sulawesi Selatan,Male,1,29645,12/18/2021,Darah dan Seks
720,HIV,Jambi,Male,42,395834,12/17/2023,Darah dan Seks
721,HIV,DKI Jakarta,Female,6,404979,12/15/2021,Darah dan Seks
722,HIV,Jawa Barat,Male,36,400932,12/3/2022,Darah dan Seks
723,HIV,Jawa Tengah,Female,1,408229,12/6/2022,Darah dan Seks
724,HIV,Kalimantan Barat,Male,27,412493,12/24/2019,Darah dan Seks
725,HIV,Kalimantan Tengah,Female,6,419032,12/12/2022,Darah dan Seks
726,HIV,Kalimantan Timur,Female,4,421969,12/28/2022,Darah dan Seks
727,HIV,Sulawesi Tengah,Female,5,89655,12/29/2020,Darah dan Seks
728,HIV,Sulawesi Selatan,Male,14,85447,12/24/2024,Darah dan Seks
729,HIV,Maluku,Female,1,95101,12/21/2022,Darah dan Seks
730,HIV,Aceh,Male,7,93037,12/10/2018,Darah dan Seks
731,HIV,Riau,Male,11,96299,12/8/2022,Darah dan Seks
732,HIV,Sumatera Selatan,Male,5,98180,12/24/2019,Darah dan Seks
733,HIV,Lampung,Male,8,98833,12/20/2020,Darah dan Seks
734,HIV,DKI Jakarta,Female,1,105598,12/3/2021,Darah dan Seks
735,HIV,Maluku,Male,1,36564,12/12/2021,Darah dan Seks
736,HIV,Maluku Utara,Male,3,36688,12/11/2018,Darah dan Seks
737,Influenza Death (<65 years of age),Jawa Barat,Female,265,18634031,12/18/2020,Udara
738,Influenza Death (<65 years of age),Jawa Barat,Male,265,18445222,7/18/2020,Udara
739,Influenza Death (<65 years of age),Jawa Barat,Female,41,18881056,7/8/2018,Udara
740,Influenza Death (<65 years of age),Jawa Barat,Male,50,18691131,10/4/2024,Udara
741,Influenza Death (<65 years of age),Jawa Barat,Male,52,18841496,8/22/2019,Udara
742,Influenza Death (<65 years of age),Jawa Barat,Female,116,19177344,8/4/2022,Udara
743,Influenza Death (<65 years of age),Jawa Barat,Male,125,18988773,11/4/2020,Udara
744,Influenza Death (<65 years of age),Jawa Barat,Female,136,19346905,7/31/2019,Udara
745,Influenza Death (<65 years of age),Jawa Barat,Male,182,19154588,5/25/2023,Udara
746,Influenza Death (<65 years of age),Jambi,Male,1,748844,12/3/2019,Udara
747,Influenza Death (<65 years of age),Sumatera Selatan,Female,1,784429,5/4/2019,Udara
748,Influenza Death (<65 years of age),DKI Jakarta,Male,6,766363,6/13/2019,Udara
749,Influenza Death (<65 years of age),Maluku Utara,Female,1,110967,9/13/2018,Udara
750,Influenza Death (<65 years of age),Maluku,Male,1,513099,5/11/2019,Udara
751,Influenza Death (<65 years of age),Papua Barat,Male,1,527673,10/9/2023,Udara
752,Influenza Death (<65 years of age),Sumatera Utara,Male,3,534708,4/18/2023,Udara
753,Influenza Death (<65 years of age),Kalimantan Selatan,Male,1,91911,10/25/2019,Udara
754,Influenza Death (<65 years of age),Kalimantan Timur,Female,10,461947,11/27/2019,Udara
755,Influenza Death (<65 years of age),Kalimantan Utara,Male,7,461948,12/28/2022,Udara
756,Influenza Death (<65 years of age),Sulawesi Tenggara,Male,2,469484,12/16/2023,Udara
757,Influenza Death (<65 years of age),Gorontalo,Female,6,474300,10/20/2024,Udara
758,Influenza Death (<65 years of age),Sulawesi Barat,Male,2,474153,12/12/2020,Udara
759,Influenza Death (<65 years of age),Maluku,Female,5,478477,11/1/2023,Udara
760,Influenza Death (<65 years of age),Maluku Utara,Male,8,478490,12/6/2019,Udara
761,Influenza Death (<65 years of age),Papua Barat,Male,10,483796,9/27/2021,Udara
762,Influenza Death (<65 years of age),Lampung,Female,1,14207,4/7/2018,Udara
763,Influenza Death (<65 years of age),Banten,Male,1,67887,12/17/2020,Udara
764,Influenza Death (<65 years of age),Sumatera Barat,Male,11,428435,4/21/2022,Udara
765,Influenza Death (<65 years of age),Jambi,Female,3,408373,9/10/2021,Udara
766,Influenza Death (<65 years of age),Bangka Belitung,Female,7,416808,6/23/2021,Udara
767,Influenza Death (<65 years of age),DKI Jakarta,Male,1,448703,11/1/2021,Udara
768,Influenza Death (<65 years of age),Jawa Tengah,Female,1,64867,8/27/2020,Udara
769,Influenza Death (<65 years of age),Jawa Timur,Male,1,86927,5/14/2019,Udara
770,Influenza Death (<65 years of age),Nusa Tenggara Timur,Female,2,64992,6/24/2019,Udara
771,Influenza Death (<65 years of age),Sulawesi Selatan,Female,1,32229,10/1/2018,Udara
772,Influenza Death (<65 years of age),Sumatera Utara,Male,1,21582,9/1/2022,Udara
773,Influenza Death (<65 years of age),DKI Jakarta,Female,70,4969936,11/19/2020,Udara
774,Influenza Death (<65 years of age),DKI Jakarta,Male,2,4864351,6/25/2022,Udara
775,Influenza Death (<65 years of age),DKI Jakarta,Female,8,5040999,8/30/2022,Udara
776,Influenza Death (<65 years of age),Banten,Male,1,124946,7/4/2024,Udara
777,Influenza Death (<65 years of age),Kalimantan Barat,Male,1,126591,11/3/2019,Udara
778,Influenza Death (<65 years of age),Jambi,Female,2,44077,12/30/2022,Udara
779,Influenza Death (<65 years of age),Banten,Male,2,133492,6/5/2019,Udara
780,Influenza Death (<65 years of age),Sumatera Utara,Female,1,201138,12/3/2022,Udara
781,Influenza Death (<65 years of age),Bangka Belitung,Female,4,206477,7/2/2024,Udara
782,Influenza Death (<65 years of age),DKI Jakarta,Male,4,218888,10/8/2020,Udara
783,Influenza Death (<65 years of age),Jawa Barat,Male,1,67714,8/29/2024,Udara
784,Influenza Death (<65 years of age),Gorontalo,Male,2,48436,11/1/2022,Udara
785,Influenza Death (<65 years of age),Maluku Utara,Female,1,49633,10/1/2021,Udara
786,Influenza Death (<65 years of age),Aceh,Male,30,1486067,12/19/2022,Udara
787,Influenza Death (<65 years of age),Sumatera Barat,Male,1,1492384,7/8/2018,Udara
788,Influenza Death (<65 years of age),Riau,Female,1,1539616,11/22/2020,Udara
789,Influenza Death (<65 years of age),Kepulauan Riau,Male,6,1506897,11/4/2023,Udara
790,Influenza Death (<65 years of age),Jambi,Female,4,1553184,10/17/2023,Udara
791,Influenza Death (<65 years of age),Bengkulu,Male,5,1533252,5/9/2020,Udara
792,Influenza Death (<65 years of age),Lampung,Female,3,175968,6/4/2020,Udara
793,Influenza Death (<65 years of age),Bangka Belitung,Male,1,168120,10/9/2022,Udara
794,Influenza Death (<65 years of age),Nusa Tenggara Barat,Female,1,189110,12/15/2019,Udara
795,Influenza Death (<65 years of age),Sulawesi Barat,Female,19,1084974,10/16/2018,Udara
796,Influenza Death (<65 years of age),Papua Barat,Female,9,1137546,5/21/2020,Udara
797,Influenza Death (<65 years of age),Aceh,Female,10,1152765,4/26/2021,Udara
798,Influenza Death (<65 years of age),Sumatera Utara,Male,10,1142533,6/14/2019,Udara
799,Influenza Death (<65 years of age),Riau,Male,10,691550,8/5/2021,Udara
800,Influenza Death (<65 years of age),Sumatera Selatan,Female,4,729502,5/13/2018,Udara
801,Influenza Death (<65 years of age),Bengkulu,Male,3,700858,11/21/2019,Udara
802,Influenza Death (<65 years of age),Bangka Belitung,Male,11,708862,8/26/2024,Udara
803,Influenza Death (<65 years of age),DKI Jakarta,Female,10,744045,12/5/2023,Udara
804,Influenza Death (<65 years of age),Gorontalo,Male,4,1020808,4/29/2020,Udara
805,Influenza Death (<65 years of age),Sulawesi Barat,Female,2,1037268,12/4/2020,Udara
806,Influenza Death (<65 years of age),Maluku,Male,11,1026599,12/28/2019,Udara
807,Influenza Death (<65 years of age),Jawa Timur,Male,22,1546121,5/20/2023,Udara
808,Influenza Death (<65 years of age),Jawa Timur,Male,2,1562326,12/10/2019,Udara
809,Influenza Death (<65 years of age),Jawa Timur,Female,6,1551409,11/18/2022,Udara
810,Influenza Death (<65 years of age),Jawa Timur,Female,1,1565261,4/6/2022,Udara
811,Influenza Death (<65 years of age),Jawa Timur,Male,5,1588115,10/22/2018,Udara
812,Influenza Death (<65 years of age),Jawa Timur,Female,9,1576787,4/22/2021,Udara
813,Influenza Death (<65 years of age),Jawa Timur,Male,22,1617219,9/24/2021,Udara
814,Influenza Death (<65 years of age),Papua,Male,1,406809,10/12/2018,Udara
815,Influenza Death (<65 years of age),Sumatera Utara,Male,1,413541,12/26/2023,Udara
816,Influenza Death (<65 years of age),Riau,Male,3,421691,8/11/2020,Udara
817,Influenza Death (<65 years of age),Kepulauan Riau,Female,2,412902,10/14/2023,Udara
818,Influenza Death (<65 years of age),Sumatera Selatan,Male,1,338975,5/29/2019,Udara
819,Influenza Death (<65 years of age),Jawa Barat,Female,1,352410,12/26/2021,Udara
820,Influenza Death (<65 years of age),Jawa Timur,Female,4,356979,12/5/2018,Udara
821,Influenza Death (<65 years of age),DI Yogyakarta,Male,4,354818,12/10/2019,Udara
822,Influenza Death (<65 years of age),Kalimantan Utara,Male,1,140021,9/19/2022,Udara
823,Influenza Death (<65 years of age),Sulawesi Utara,Female,6,363936,10/14/2020,Udara
824,Influenza Death (<65 years of age),Sulawesi Tengah,Male,5,352328,10/30/2022,Udara
825,Influenza Death (<65 years of age),Sulawesi Barat,Female,2,377244,11/16/2018,Udara
826,Influenza Death (<65 years of age),Maluku,Male,3,365012,7/21/2022,Udara
827,Influenza Death (<65 years of age),Maluku Utara,Male,1,368089,5/12/2023,Udara
828,Influenza Death (<65 years of age),Riau,Male,2,217146,4/25/2018,Udara
829,Influenza Death (<65 years of age),Kepulauan Riau,Female,9,882602,9/26/2022,Udara
830,Influenza Death (<65 years of age),Sumatera Selatan,Female,2,900923,12/8/2024,Udara
831,Influenza Death (<65 years of age),Jawa Tengah,Male,7,938235,7/29/2023,Udara
832,Influenza Death (<65 years of age),Nusa Tenggara Timur,Male,2,132529,10/9/2023,Udara
833,Influenza Death (<65 years of age),Kalimantan Tengah,Male,2,135323,12/20/2023,Udara
834,Influenza Death (<65 years of age),Kalimantan Timur,Male,3,135901,10/8/2022,Udara
835,Influenza Death (<65 years of age),Maluku,Male,1,87901,8/25/2019,Udara
836,Influenza Death (<65 years of age),Kalimantan Barat,Female,3,206166,6/1/2023,Udara
837,Influenza Death (<65 years of age),Sulawesi Tenggara,Female,1,243970,4/20/2024,Udara
838,Influenza Death (<65 years of age),Gorontalo,Male,6,236628,12/19/2022,Udara
839,Influenza Death (<65 years of age),Maluku Utara,Female,1,247231,7/16/2019,Udara
840,Influenza Death (<65 years of age),Sumatera Utara,Female,1,249602,8/28/2022,Udara
841,Influenza Death (<65 years of age),Sumatera Barat,Male,1,242017,10/13/2021,Udara
842,Influenza Death (<65 years of age),Riau,Female,4,251616,11/18/2022,Udara
843,Influenza Death (<65 years of age),Jambi,Male,4,253256,9/28/2021,Udara
844,Influenza Death (<65 years of age),Lampung,Female,2,261726,11/24/2018,Udara
845,Influenza Death (<65 years of age),Bangka Belitung,Male,1,256452,5/17/2021,Udara
846,Influenza Death (<65 years of age),Jawa Timur,Female,5,267560,6/10/2024,Udara
847,Influenza Death (<65 years of age),Kalimantan Selatan,Male,1,31425,7/15/2022,Udara
848,Influenza Death (<65 years of age),Jawa Barat,Female,1,223390,4/25/2023,Udara
849,Influenza Death (<65 years of age),Jawa Tengah,Male,1,224201,4/24/2024,Udara
850,Influenza Death (<65 years of age),Banten,Male,1,228149,5/7/2023,Udara
851,Influenza Death (<65 years of age),Bali,Female,1,229092,12/14/2019,Udara
852,Influenza Death (<65 years of age),Nusa Tenggara Barat,Male,2,230084,5/7/2018,Udara
853,Influenza Death (<65 years of age),Sulawesi Barat,Female,3,411541,5/22/2022,Udara
854,Influenza Death (<65 years of age),Maluku,Male,6,407005,10/21/2024,Udara
855,Influenza Death (<65 years of age),Aceh,Male,2,412493,12/23/2020,Udara
856,Influenza Death (<65 years of age),Sumatera Utara,Female,1,419032,12/24/2023,Udara
857,Influenza Death (<65 years of age),Kepulauan Riau,Male,1,417301,9/12/2024,Udara
858,Influenza Death (<65 years of age),Jambi,Female,1,424467,4/24/2020,Udara
859,Influenza Death (<65 years of age),Sumatera Selatan,Male,2,419792,4/14/2023,Udara
860,Influenza Death (<65 years of age),Bengkulu,Female,2,102303,5/12/2019,Udara
861,Influenza Death (<65 years of age),Lampung,Male,1,97394,12/1/2023,Udara
862,Malaria,Sumatera Utara,Male,2,67922,10/13/2024,Gigitan Serangga
863,Malaria,Riau,Male,1,67887,12/28/2019,Gigitan Serangga
864,Malaria,Lampung,Male,1,79736,11/18/2023,Gigitan Serangga
865,Malaria,DKI Jakarta,Male,2,81531,10/14/2020,Gigitan Serangga
866,Malaria,Jawa Barat,Female,59,17340743,9/18/2021,Gigitan Serangga
867,Malaria,Jawa Barat,Male,115,17174034,9/10/2019,Gigitan Serangga
868,Malaria,Jawa Barat,Female,62,17555714,12/27/2020,Gigitan Serangga
869,Malaria,Jawa Barat,Male,113,17384620,10/23/2018,Gigitan Serangga
870,Malaria,Jawa Barat,Male,110,17607062,9/21/2022,Gigitan Serangga
871,Malaria,Jawa Barat,Female,59,17969405,12/8/2022,Gigitan Serangga
872,Malaria,Jawa Barat,Male,99,17785422,11/11/2023,Gigitan Serangga
873,Malaria,Jawa Barat,Female,54,18088355,12/17/2023,Gigitan Serangga
874,Malaria,Jawa Barat,Female,48,18220429,12/22/2021,Gigitan Serangga
875,Malaria,Jawa Barat,Female,44,18373955,12/23/2018,Gigitan Serangga
876,Malaria,Jawa Barat,Female,58,18526603,11/7/2024,Gigitan Serangga
877,Malaria,Jawa Barat,Male,66,18331667,9/26/2020,Gigitan Serangga
878,Malaria,Jawa Barat,Female,46,18634031,12/13/2018,Gigitan Serangga
879,Malaria,Jawa Barat,Male,79,18445222,11/15/2024,Gigitan Serangga
880,Malaria,Jawa Barat,Male,67,18691131,9/12/2024,Gigitan Serangga
881,Malaria,Jawa Barat,Female,36,19028077,10/23/2021,Gigitan Serangga
882,Malaria,Jawa Barat,Male,66,18841496,11/12/2019,Gigitan Serangga
883,Malaria,Jawa Barat,Female,35,19346905,10/22/2019,Gigitan Serangga
884,Malaria,Jawa Barat,Male,57,19154588,10/17/2022,Gigitan Serangga
885,Malaria,Kepulauan Riau,Female,2,746829,11/25/2020,Gigitan Serangga
886,Malaria,Jambi,Male,13,719209,9/19/2018,Gigitan Serangga
887,Malaria,Sumatera Selatan,Female,10,748222,9/8/2024,Gigitan Serangga
888,Malaria,Bengkulu,Male,17,720721,9/28/2022,Gigitan Serangga
889,Malaria,Bangka Belitung,Female,1,746959,10/11/2020,Gigitan Serangga
890,Malaria,DKI Jakarta,Male,9,719059,10/21/2024,Gigitan Serangga
891,Malaria,Jawa Barat,Female,11,744115,10/11/2021,Gigitan Serangga
892,Malaria,Jawa Tengah,Male,7,716243,12/17/2022,Gigitan Serangga
893,Malaria,Jawa Timur,Female,2,746698,12/26/2019,Gigitan Serangga
894,Malaria,DI Yogyakarta,Female,7,752546,11/4/2024,Gigitan Serangga
895,Malaria,Banten,Male,14,724347,9/22/2019,Gigitan Serangga
896,Malaria,Bali,Male,8,731907,10/29/2018,Gigitan Serangga
897,Malaria,Nusa Tenggara Barat,Female,7,765992,10/18/2021,Gigitan Serangga
898,Malaria,Nusa Tenggara Timur,Male,5,738333,10/14/2022,Gigitan Serangga
899,Malaria,Kalimantan Barat,Female,3,771369,12/13/2024,Gigitan Serangga
900,Malaria,Kalimantan Tengah,Male,9,742365,9/23/2022,Gigitan Serangga
901,Malaria,Kalimantan Selatan,Female,4,777894,9/9/2019,Gigitan Serangga
902,Malaria,Kalimantan Timur,Male,9,748844,9/18/2020,Gigitan Serangga
903,Malaria,Kalimantan Utara,Female,3,808612,11/1/2023,Gigitan Serangga
904,Malaria,Sulawesi Utara,Male,6,775895,10/14/2024,Gigitan Serangga
905,Malaria,DKI Jakarta,Male,1,104466,11/15/2021,Gigitan Serangga
906,Malaria,Jawa Tengah,Male,1,105281,10/16/2020,Gigitan Serangga
907,Malaria,Kalimantan Utara,Male,1,109194,11/1/2024,Gigitan Serangga
908,Malaria,Sulawesi Barat,Male,1,20983,10/17/2022,Gigitan Serangga
909,Malaria,Maluku Utara,Male,1,21531,10/6/2024,Gigitan Serangga
910,Malaria,Kepulauan Riau,Female,1,22797,11/18/2022,Gigitan Serangga
911,Malaria,DKI Jakarta,Male,1,22455,11/24/2019,Gigitan Serangga
912,Malaria,Sumatera Barat,Female,2,497442,12/18/2018,Gigitan Serangga
913,Malaria,Riau,Female,2,501572,11/1/2022,Gigitan Serangga
914,Malaria,Kepulauan Riau,Male,2,477223,10/7/2023,Gigitan Serangga
915,Malaria,Jambi,Female,2,507028,11/27/2020,Gigitan Serangga
916,Malaria,Sumatera Selatan,Male,3,482677,9/19/2020,Gigitan Serangga
917,Malaria,Bengkulu,Female,3,511239,9/14/2022,Gigitan Serangga
918,Malaria,Lampung,Female,2,514168,10/3/2021,Gigitan Serangga
919,Malaria,Bangka Belitung,Male,4,490062,12/8/2019,Gigitan Serangga
920,Malaria,DKI Jakarta,Female,2,517107,11/7/2023,Gigitan Serangga
921,Malaria,Jawa Barat,Male,3,492997,10/31/2021,Gigitan Serangga
922,Malaria,Jawa Tengah,Female,3,522750,12/29/2018,Gigitan Serangga
923,Malaria,Jawa Timur,Female,3,528831,11/11/2024,Gigitan Serangga
924,Malaria,DI Yogyakarta,Male,2,504461,12/15/2021,Gigitan Serangga
925,Malaria,Banten,Female,4,533877,11/19/2020,Gigitan Serangga
926,Malaria,Bali,Male,5,509624,9/30/2022,Gigitan Serangga
927,Malaria,Nusa Tenggara Barat,Female,1,539100,10/29/2018,Gigitan Serangga
928,Malaria,Nusa Tenggara Timur,Male,2,513099,11/1/2019,Gigitan Serangga
929,Malaria,Kalimantan Barat,Female,3,543641,10/25/2024,Gigitan Serangga
930,Malaria,Kalimantan Tengah,Male,2,517556,12/8/2024,Gigitan Serangga
931,Malaria,Kalimantan Selatan,Male,2,521520,10/4/2018,Gigitan Serangga
932,Malaria,Kalimantan Timur,Female,2,554275,10/27/2023,Gigitan Serangga
933,Malaria,Kalimantan Utara,Male,3,527673,9/17/2021,Gigitan Serangga
934,Malaria,Sulawesi Utara,Female,2,561929,11/9/2018,Gigitan Serangga
935,Malaria,Sulawesi Tengah,Male,1,87604,11/2/2023,Gigitan Serangga
936,Malaria,Jambi,Female,1,407172,12/26/2023,Gigitan Serangga
937,Malaria,Sumatera Selatan,Male,1,407831,9/5/2023,Gigitan Serangga
938,Malaria,Bangka Belitung,Female,2,423018,11/4/2022,Gigitan Serangga
939,Malaria,Jawa Barat,Female,2,430198,11/4/2019,Gigitan Serangga
940,Malaria,Jawa Timur,Male,1,435858,9/20/2024,Gigitan Serangga
941,Malaria,DI Yogyakarta,Female,2,443403,10/25/2020,Gigitan Serangga
942,Malaria,Nusa Tenggara Barat,Female,1,456755,12/10/2019,Gigitan Serangga
943,Malaria,Nusa Tenggara Timur,Male,1,456484,11/15/2023,Gigitan Serangga
944,Malaria,Kalimantan Tengah,Male,3,461948,9/13/2020,Gigitan Serangga
945,Malaria,Kalimantan Selatan,Male,1,465785,11/22/2021,Gigitan Serangga
946,Malaria,Kalimantan Utara,Female,3,474300,12/17/2021,Gigitan Serangga
947,Malaria,Sulawesi Utara,Male,1,474153,12/10/2018,Gigitan Serangga
948,Malaria,Papua,Male,1,13746,12/10/2024,Gigitan Serangga
949,Malaria,Banten,Male,1,63195,9/9/2024,Gigitan Serangga
950,Malaria,Nusa Tenggara Barat,Female,1,65437,10/15/2021,Gigitan Serangga
951,Malaria,Kalimantan Selatan,Male,1,65594,9/30/2024,Gigitan Serangga
952,Malaria,Kalimantan Timur,Female,1,66298,9/5/2021,Gigitan Serangga
953,Malaria,Sulawesi Utara,Female,1,66424,12/30/2024,Gigitan Serangga
954,Malaria,Sulawesi Tenggara,Female,4,1006099,10/31/2018,Gigitan Serangga
955,Malaria,Gorontalo,Male,4,996552,12/10/2024,Gigitan Serangga
956,Malaria,Maluku Utara,Female,2,1015718,12/9/2023,Gigitan Serangga
957,Malaria,Papua,Male,1,1006601,11/2/2022,Gigitan Serangga
958,Malaria,Papua Barat,Male,2,1013224,11/24/2018,Gigitan Serangga
959,Malaria,Aceh,Female,1,1032269,9/28/2021,Gigitan Serangga
960,Malaria,Sumatera Utara,Male,1,1026599,10/29/2018,Gigitan Serangga
961,Malaria,Sumatera Barat,Female,3,1041988,11/8/2023,Gigitan Serangga
962,Malaria,Riau,Male,2,1032092,10/20/2022,Gigitan Serangga
963,Malaria,Kepulauan Riau,Female,1,1050698,12/29/2018,Gigitan Serangga
964,Malaria,Jambi,Male,2,1040920,9/17/2021,Gigitan Serangga
965,Malaria,Jawa Timur,Female,4,1428113,12/22/2018,Gigitan Serangga
966,Malaria,Jawa Timur,Female,1,1448213,12/20/2018,Gigitan Serangga
967,Malaria,Jawa Timur,Male,7,1462232,9/12/2018,Gigitan Serangga
968,Malaria,Jawa Tengah,Female,1,86637,9/13/2018,Gigitan Serangga
969,Malaria,Bali,Male,1,93031,10/31/2022,Gigitan Serangga
970,Malaria,Aceh,Female,1,330250,10/5/2023,Gigitan Serangga
971,Malaria,Sumatera Barat,Male,2,358301,12/26/2019,Gigitan Serangga
972,Malaria,Riau,Female,1,348293,10/30/2024,Gigitan Serangga
973,Malaria,Sumatera Selatan,Male,1,381193,12/22/2024,Gigitan Serangga
974,Malaria,Bengkulu,Female,1,369284,9/23/2021,Gigitan Serangga
975,Malaria,DKI Jakarta,Male,2,415435,10/4/2022,Gigitan Serangga
976,Malaria,Jawa Tengah,Male,2,422667,11/11/2023,Gigitan Serangga
977,Malaria,DI Yogyakarta,Male,1,428435,10/10/2022,Gigitan Serangga
978,Malaria,Banten,Female,2,404512,10/14/2021,Gigitan Serangga
979,Malaria,Kalimantan Tengah,Male,1,444012,11/15/2018,Gigitan Serangga
980,Malaria,Kalimantan Selatan,Female,1,416808,10/4/2022,Gigitan Serangga
981,Malaria,Maluku,Female,1,61768,12/25/2024,Gigitan Serangga
982,Malaria,Jambi,Male,1,86475,10/7/2023,Gigitan Serangga
983,Malaria,Sumatera Selatan,Female,1,65733,9/9/2023,Gigitan Serangga
984,Malaria,DKI Jakarta,Female,19,4880972,11/9/2019,Gigitan Serangga
985,Malaria,DKI Jakarta,Male,26,4756384,9/12/2018,Gigitan Serangga
986,Malaria,DKI Jakarta,Female,12,4925059,9/23/2022,Gigitan Serangga
987,Malaria,DKI Jakarta,Female,22,4960444,9/10/2018,Gigitan Serangga
988,Malaria,DKI Jakarta,Male,38,4832160,9/10/2018,Gigitan Serangga
989,Malaria,DKI Jakarta,Female,18,4977473,12/2/2021,Gigitan Serangga
990,Malaria,DKI Jakarta,Male,37,4846619,12/12/2020,Gigitan Serangga
991,Malaria,DKI Jakarta,Female,13,4971912,9/22/2024,Gigitan Serangga
992,Malaria,DKI Jakarta,Male,37,4839224,9/2/2023,Gigitan Serangga
993,Malaria,DKI Jakarta,Female,13,4961211,9/19/2018,Gigitan Serangga
994,Malaria,DKI Jakarta,Female,8,4955000,11/30/2018,Gigitan Serangga
995,Malaria,DKI Jakarta,Male,18,4820448,9/17/2024,Gigitan Serangga
996,Malaria,DKI Jakarta,Male,16,4831902,10/26/2021,Gigitan Serangga
997,Malaria,DKI Jakarta,Female,10,4969936,11/21/2024,Gigitan Serangga
998,Malaria,DKI Jakarta,Female,13,4982072,10/1/2024,Gigitan Serangga
999,Malaria,DKI Jakarta,Female,11,4999643,12/8/2018,Gigitan Serangga
1000,Malaria,DKI Jakarta,Male,11,4864351,11/24/2021,Gigitan Serangga
1001,Malaria,DKI Jakarta,Female,5,5040999,11/2/2022,Gigitan Serangga
1002,Malaria,DKI Jakarta,Female,10,5073236,10/13/2019,Gigitan Serangga
1003,Malaria,DKI Jakarta,Male,10,4941613,9/6/2020,Gigitan Serangga
1004,Malaria,DKI Jakarta,Female,12,5099884,11/28/2019,Gigitan Serangga
1005,Malaria,DKI Jakarta,Male,10,4970740,10/1/2019,Gigitan Serangga
1006,Malaria,Riau,Male,1,122317,10/31/2018,Gigitan Serangga
